date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2020-01-02,17:30,Rosario Central,Defensa y Justicia,3,0,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-02,21:30,Boca Juniors,River Plate,2,2,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,La Bombonera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-03,17:10,Independiente,Arsenal,3,4,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,Libertadores de América,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-03,19:20,Newell's Old Boys,Vélez Sarsfield,0,1,,,Copa de la Liga,2020,zonas,Grupo B,Fecha 4,Marcelo Bielsa,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-03,19:20,Patronato,Lanús,1,1,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,Presbítero Bartolomé Grella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-03,21:30,Central Córdoba (SdE),Racing Club,2,2,,,Copa de la Liga,2020,zonas,Grupo B,Fecha 4,Alfredo Terrera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-04,17:10,Aldosivi,Unión,1,3,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,José María Minella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-04,19:20,San Lorenzo,Gimnasia y Esgrima (LP),1,2,,,Copa de la Liga,2020,zonas,Grupo B,Fecha 4,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-04,21:30,Talleres (C),Banfield,3,2,,,Copa de la Liga,2020,zonas,Grupo B,Fecha 4,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-05,19:20,Godoy Cruz,Estudiantes (LP),1,0,,,Copa de la Liga,2020,zonas,Grupo B,Fecha 4,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
2020-01-05,19:20,Huracán,Argentinos Juniors,0,1,,,Copa de la Liga,2020,zonas,Grupo A,Fecha 4,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2020
