date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
1995-02-24,,Banfield,Boca Juniors,0,2,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-25,,Deportivo Mandiyú,Huracán,0,0,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,Ferro Carril Oeste,Racing Club,1,0,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,Gimnasia y Esgrima (J),Vélez Sarsfield,0,2,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,Independiente,Argentinos Juniors,3,0,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,Newell's Old Boys,Talleres (C),1,1,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,River Plate,Lanús,2,3,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-26,,San Lorenzo,Gimnasia y Esgrima (LP),1,1,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-02-27,,Deportivo Español,Platense,0,1,,,Primera Division - Clausura,1995,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-03,,Argentinos Juniors,San Lorenzo,2,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-04,,Rosario Central,River Plate,3,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Boca Juniors,Newell's Old Boys,2,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Ferro Carril Oeste,Independiente,0,2,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Gimnasia y Esgrima (LP),Belgrano,4,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Huracán,Deportivo Español,1,1,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Racing Club,Platense,1,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Talleres (C),Deportivo Mandiyú,1,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-05,,Vélez Sarsfield,Banfield,2,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-06,,Lanús,Gimnasia y Esgrima (J),3,0,,,Primera Division - Clausura,1995,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-10,,San Lorenzo,Ferro Carril Oeste,2,0,,,Primera Division - Clausura,1995,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-11,,Belgrano,Argentinos Juniors,1,0,,,Primera Division - Clausura,1995,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-11,,Gimnasia y Esgrima (J),Rosario Central,1,1,,,Primera Division - Clausura,1995,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
1995-03-11,,Platense,Huracán,0,0,,,Primera Division - Clausura,1995,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1995_(Argentina) + https://www.rsssf.org/,
