date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2006-01-27,19:00,Estudiantes (LP),Instituto,4,1,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Centenario,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-27,21:00,Vélez Sarsfield,San Lorenzo,1,1,,,Primera Division - Clausura,2006,zonas,,Fecha 1,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-28,17:00,Arsenal,Argentinos Juniors,1,1,,,Primera Division - Clausura,2006,zonas,,Fecha 1,El Viaducto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-28,17:00,Olimpo,Rosario Central,0,0,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Roberto N. Carminatti,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-28,18:20,Colón,Gimnasia y Esgrima (LP),1,0,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-28,21:00,Newell's Old Boys,Quilmes,2,0,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-28,21:10,Banfield,Racing Club,3,0,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Florencio Sola,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-29,17:00,Gimnasia y Esgrima (J),Boca Juniors,2,1,,,Primera Division - Clausura,2006,zonas,,Fecha 1,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-29,17:00,Independiente,Lanús,0,0,,,Primera Division - Clausura,2006,zonas,,Fecha 1,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
2006-01-29,19:15,Tiro Federal,River Plate,0,5,,,Primera Division - Clausura,2006,zonas,,Fecha 1,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2006_(Argentina)
