date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
2001-02-09,21:00,Racing Club,Talleres (C),0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 1,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-10,20:00,Belgrano,Independiente,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-10,20:00,Huracán,Colón,1,3,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-10,20:00,Unión,Chacarita Juniors,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 1,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-10,21:00,Lanús,Vélez Sarsfield,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-11,17:00,Almagro,Rosario Central,1,3,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-11,17:00,Argentinos Juniors,Boca Juniors,2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-11,17:00,Gimnasia y Esgrima (LP),San Lorenzo,2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-11,17:00,Newell's Old Boys,Los Andes,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-11,18:00,River Plate,Estudiantes (LP),6,2,,,Primera Division - Clausura,2001,zonas,,Fecha 1,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-13,17:45,Colón,Lanús,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-13,21:00,Boca Juniors,Unión,1,3,,,Primera Division - Clausura,2001,zonas,,Fecha 2,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-13,21:00,Independiente,Almagro,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 2,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,17:50,Rosario Central,Huracán,4,2,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:00,Chacarita Juniors,Gimnasia y Esgrima (LP),0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:00,Estudiantes (LP),Argentinos Juniors,1,2,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:00,Los Andes,Racing Club,2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:00,San Lorenzo,Newell's Old Boys,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:00,Vélez Sarsfield,River Plate,0,2,,,Primera Division - Clausura,2001,zonas,,Fecha 2,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-14,20:30,Talleres (C),Belgrano,0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 2,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-16,21:00,Vélez Sarsfield,Estudiantes (LP),1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-17,20:00,River Plate,Colón,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Belgrano,Los Andes,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Gimnasia y Esgrima (LP),Boca Juniors,0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Huracán,Independiente,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Lanús,Rosario Central,4,1,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Newell's Old Boys,Chacarita Juniors,1,2,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,17:00,Unión,Argentinos Juniors,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 3,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-18,18:00,Racing Club,San Lorenzo,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 3,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-19,21:00,Almagro,Talleres (C),2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 3,Tres de Febrero,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-23,21:00,San Lorenzo,Belgrano,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-24,20:00,Talleres (C),Huracán,4,2,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:00,Argentinos Juniors,Gimnasia y Esgrima (LP),2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:00,Chacarita Juniors,Racing Club,2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:00,Independiente,Lanús,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 4,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:00,Los Andes,Almagro,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:00,Rosario Central,River Plate,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,17:30,Colón,Vélez Sarsfield,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-25,18:00,Boca Juniors,Newell's Old Boys,2,2,,,Primera Division - Clausura,2001,zonas,,Fecha 4,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-02-26,21:00,Estudiantes (LP),Unión,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 4,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-02,21:00,Vélez Sarsfield,Rosario Central,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-03,20:00,Gimnasia y Esgrima (LP),Unión,4,2,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,17:00,Almagro,San Lorenzo,0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,17:00,Belgrano,Chacarita Juniors,1,2,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Gigante de Alberdi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,17:00,Colón,Estudiantes (LP),1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,17:00,Huracán,Los Andes,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),suspendido
2001-03-04,17:00,Lanús,Talleres (C),2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,17:00,Racing Club,Boca Juniors,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-04,18:00,River Plate,Independiente,3,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-05,21:00,Newell's Old Boys,Argentinos Juniors,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 5,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-09,21:00,Argentinos Juniors,Racing Club,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-10,20:00,Talleres (C),River Plate,3,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-10,21:00,Unión,Newell's Old Boys,3,2,,,Primera Division - Clausura,2001,zonas,,Fecha 6,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,16:30,Boca Juniors,Belgrano,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,16:30,Chacarita Juniors,Almagro,0,2,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,16:30,Estudiantes (LP),Gimnasia y Esgrima (LP),2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,16:30,Los Andes,Lanús,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,16:30,San Lorenzo,Huracán,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-11,18:00,Independiente,Vélez Sarsfield,0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 6,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-12,21:00,Rosario Central,Colón,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 6,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-16,21:00,Lanús,San Lorenzo,4,5,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-17,20:00,Almagro,Boca Juniors,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-17,20:00,Estudiantes (LP),Rosario Central,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-17,20:00,Newell's Old Boys,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-18,16:30,Huracán,Chacarita Juniors,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-18,16:30,Racing Club,Unión,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-18,16:30,Vélez Sarsfield,Talleres (C),2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-18,18:00,River Plate,Los Andes,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-19,20:30,Colón,Independiente,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-19,21:00,Belgrano,Argentinos Juniors,0,2,,,Primera Division - Clausura,2001,zonas,,Fecha 7,Gigante de Alberdi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-23,21:00,Gimnasia y Esgrima (LP),Racing Club,0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:00,Chacarita Juniors,Lanús,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:30,Argentinos Juniors,Almagro,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:30,Boca Juniors,Huracán,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 8,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:30,Independiente,Rosario Central,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 8,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:30,Los Andes,Vélez Sarsfield,4,2,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,16:30,Newell's Old Boys,Estudiantes (LP),1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,18:00,San Lorenzo,River Plate,1,3,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,18:00,Unión,Belgrano,1,2,,,Primera Division - Clausura,2001,zonas,,Fecha 8,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-25,20:00,Talleres (C),Colón,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 8,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-30,21:00,Racing Club,Newell's Old Boys,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 9,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-31,20:00,Estudiantes (LP),Independiente,0,2,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-03-31,21:00,Rosario Central,Talleres (C),0,1,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,15:30,Almagro,Unión,0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Tres de Febrero,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,15:30,Belgrano,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Gigante de Alberdi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,15:30,Huracán,Argentinos Juniors,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,15:30,Lanús,Boca Juniors,1,2,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,15:30,River Plate,Chacarita Juniors,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-01,18:00,Vélez Sarsfield,San Lorenzo,0,2,,,Primera Division - Clausura,2001,zonas,,Fecha 9,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-02,21:00,Colón,Los Andes,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 9,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-06,21:00,Talleres (C),Independiente,1,0,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-07,20:00,Gimnasia y Esgrima (LP),Almagro,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-07,20:00,Unión,Huracán,0,3,,,Primera Division - Clausura,2001,zonas,,Fecha 10,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-07,21:00,Argentinos Juniors,Lanús,1,1,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-07,21:00,Newell's Old Boys,Belgrano,4,1,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-07,21:00,San Lorenzo,Colón,3,1,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-08,15:30,Chacarita Juniors,Vélez Sarsfield,2,1,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-08,15:30,Los Andes,Rosario Central,1,4,,,Primera Division - Clausura,2001,zonas,,Fecha 10,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-08,15:30,Racing Club,Estudiantes (LP),0,0,,,Primera Division - Clausura,2001,zonas,,Fecha 10,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-08,17:00,Boca Juniors,River Plate,3,0,,,Primera Division - Clausura,2001,zonas,,Fecha 10,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-10,19:00,Almagro,Newell's Old Boys,2,0,,,Primera Division - Clausura,2001,zonas,,Fecha 11,Tres de Febrero,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
2001-04-10,21:00,Huracán,Gimnasia y Esgrima (LP),3,1,,,Primera Division - Clausura,2001,zonas,,Fecha 11,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2001_(Argentina),
