date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2022-02-17,19:15,Defensa y Justicia,Racing Club,2,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 2,Norberto Tomaghello,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-17,19:15,Sarmiento (J),Banfield,2,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 2,Eva Perón,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-17,21:30,Atlético Tucumán,Platense,2,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 2,Monumental José Fierro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-17,21:30,Talleres (C),Unión,0,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 2,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-18,17:00,Acassuso,Colegiales,2,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,Argentino de Quilmes,Deportivo Merlo,0,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Argentino de Quilmes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,Arsenal,Huracán,2,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,El Viaducto,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-19,17:00,Cañuelas,Defensores Unidos,1,2,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Jorge Alfredo Arín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,Central Córdoba (R),Excursionistas,0,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Gabino Sosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-19,17:00,Comunicaciones,Villa San Carlos,1,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Alfredo Ramos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,Fénix,Deportivo Armenio,0,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,J. J. de Urquiza,Talleres (RdE),1,3,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Ramón Roque Martín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,17:00,San Martín (B),Luján,1,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Francisco Boga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-19,19:00,Ituzaingó,Dock Sud,1,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Carlos Alberto Sacaan,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-19,19:15,Estudiantes (LP),Lanús,2,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-19,21:30,Vélez Sarsfield,Independiente,0,0,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-20,17:00,Berazategui,Argentino de Merlo,3,2,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Norman Lee,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,Deportivo Español,Liniers,4,2,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Nueva España,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,El Porvenir,Victoriano Arenas,2,2,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Gildo Francisco Ghersinich,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,General Lamadrid,Puerto Nuevo,0,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Enrique Sexto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,Leandro N. Alem,Claypole,2,2,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Leandro N. Alem,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,Platense,Sarmiento (J),2,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-20,17:00,Real Pilar,Deportivo Laferrere,0,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,Carlos Barraza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,17:00,Sportivo Italiano,Atlas,1,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 2,República de Italia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-20,19:15,Boca Juniors,Rosario Central,2,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-20,21:30,Newell's Old Boys,River Plate,0,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,Marcelo Bielsa,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-21,17:00,Barracas Central,Tigre,0,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,Tomás Adolfo Ducó,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-21,19:15,Banfield,Gimnasia y Esgrima (LP),4,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,Florencio Sola,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-21,19:15,Godoy Cruz,Aldosivi,0,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-21,21:30,San Lorenzo,Defensa y Justicia,3,4,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-22,19:15,Patronato,Talleres (C),0,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,Presbítero Bartolomé Grella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-22,19:15,Unión,Atlético Tucumán,1,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,15 de Abril,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-22,21:10,Los Andes,UAI Urquiza,0,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 2,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-22,21:30,Central Córdoba (SdE),Colón,0,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 3,Único Madre de Ciudades,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-22,21:30,Racing Club,Argentinos Juniors,3,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 3,El Cilindro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-23,,Independiente Rivadavia,Gimnasia y Esgrima (M),2,0,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Malvinas Argentinas,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-02-23,,Lanús,Defensores de Cambaceres,5,0,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Centenario Ciudad de Quilmes,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-02-24,,Almirante Brown,Agropecuario,0,2,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Julio Humberto Grondona,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-02-24,21:30,Huracán,Vélez Sarsfield,2,0,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Tomás Adolfo Ducó,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-25,17:00,Dock Sud,Fénix,0,2,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,De los Inmigrantes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-25,19:15,Defensa y Justicia,Gimnasia y Esgrima (LP),3,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Norberto Tomaghello,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-25,21:30,Platense,Banfield,0,1,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-26,17:00,Atlas,Central Córdoba (R),2,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Ricardo Puga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-26,17:00,Colegiales,Argentino de Quilmes,2,3,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Colegiales,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,17:00,Colón,Barracas Central,2,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Presbítero Bartolomé Grella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-26,17:00,Defensores Unidos,Comunicaciones,2,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Gigante de Villa Fox,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,17:00,Deportivo Armenio,San Miguel,1,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,17:00,Deportivo Merlo,J. J. de Urquiza,1,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,17:00,Luján,El Porvenir,2,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Municipal de la Ciudad de Luján,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-26,17:00,Rosario Central,Godoy Cruz,1,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-26,17:00,UAI Urquiza,Ituzaingó,0,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Monumental de Villa Lynch,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,17:00,Villa San Carlos,Los Andes,4,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Genacio Sálice,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-26,19:00,Deportivo Laferrere,San Martín (B),2,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Ciudad de Laferrere,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-26,19:15,Aldosivi,Central Córdoba (SdE),0,0,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,José María Minella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-26,21:30,Independiente,Boca Juniors,2,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Libertadores de América Ricardo Bochini,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-27,17:00,Estudiantes (LP),Arsenal,3,2,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-27,17:00,Liniers,Ferrocarril Midland,2,3,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Juan Antonio Arias,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-27,17:00,Sarmiento (J),Unión,2,1,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Eva Perón,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-27,17:00,Talleres (RdE),Cañuelas,1,3,,,Primera B,2022,zonas,Torneo Apertura,Fecha 3,Pablo Comelli,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-02-27,17:00,Victoriano Arenas,Leandro N. Alem,0,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Saturnino Moure,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-27,19:15,River Plate,Racing Club,2,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Monumental,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-27,21:30,Argentinos Juniors,San Lorenzo,1,1,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-28,17:00,Argentino de Merlo,General Lamadrid,2,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Merlo,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-28,17:00,Claypole,Sportivo Italiano,2,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Rodolfo Capocasa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-28,17:00,Excursionistas,Deportivo Español,1,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Excursionistas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-28,17:00,Puerto Nuevo,Real Pilar,0,1,,,Primera C,2022,zonas,Torneo Apertura,Fecha 3,Rubén Carlos Vallejos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-02-28,19:15,Talleres (C),Newell's Old Boys,1,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-02-28,21:30,Lanús,Tigre,0,0,,,Copa de la Liga,2022,zonas,Zona B,Fecha 4,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-01,,Colón,Sportivo Peñarol (C),2,1,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Nuevo Monumental,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-03-01,,Vélez Sarsfield,Cipolletti,5,0,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Ciudad de Lanús,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-03-01,21:30,Atlético Tucumán,Patronato,1,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 4,Monumental José Fierro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-02,,Banfield,Dock Sud,3,1,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Centenario Ciudad de Quilmes,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-03-02,,Boca Juniors,Central Córdoba (R),4,1,,,Copa Argentina,2022,eliminacion,,Treintaidosavos,Mario Alberto Kempes,true,https://es.wikipedia.org/wiki/Copa_Argentina_2022
2022-03-03,21:30,Central Córdoba (SdE),Rosario Central,0,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 5,Alfredo Terrera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-04,17:00,Fénix,UAI Urquiza,1,1,,,Primera B,2022,zonas,Torneo Apertura,Fecha 4,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-03-04,19:15,Unión,Platense,1,0,,,Copa de la Liga,2022,zonas,Zona A,Fecha 5,15 de Abril,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-04,21:30,Barracas Central,Aldosivi,2,1,,,Copa de la Liga,2022,zonas,Zona B,Fecha 5,Tomás Adolfo Ducó,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-04,21:30,Gimnasia y Esgrima (LP),Argentinos Juniors,2,2,,,Copa de la Liga,2022,zonas,Zona A,Fecha 5,Del Bosque,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
2022-03-05,17:00,Argentino de Quilmes,Acassuso,0,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 4,Argentino de Quilmes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-03-05,17:00,Cañuelas,Deportivo Merlo,1,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 4,Jorge Alfredo Arín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-03-05,17:00,Comunicaciones,Talleres (RdE),4,0,,,Primera B,2022,zonas,Torneo Apertura,Fecha 4,Alfredo Ramos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-03-05,17:00,El Porvenir,Deportivo Laferrere,0,0,,,Primera C,2022,zonas,Torneo Apertura,Fecha 4,Gildo Francisco Ghersinich,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2022_(Argentina)
2022-03-05,17:00,J. J. de Urquiza,Colegiales,2,2,,,Primera B,2022,zonas,Torneo Apertura,Fecha 4,Ramón Roque Martín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2022_(Argentina)
2022-03-05,17:00,San Lorenzo,River Plate,0,1,,,Copa de la Liga,2022,zonas,Zona A,Fecha 5,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2022
