date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
1999-03-05,21:00,Platense,San Lorenzo,1,2,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-06,20:00,Belgrano,Independiente,3,3,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,11:00,Boca Juniors,Ferro Carril Oeste,3,0,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,17:00,Gimnasia y Esgrima (J),Argentinos Juniors,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 1,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,17:00,Gimnasia y Esgrima (LP),Unión,0,5,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,17:00,Huracán,Lanús,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,17:00,Newell's Old Boys,Rosario Central,4,1,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-07,18:30,Vélez Sarsfield,River Plate,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 1,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-08,21:00,Colón,Estudiantes (LP),1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 1,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-12,21:00,Independiente,Newell's Old Boys,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 2,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-13,19:00,Unión,Huracán,2,2,,,Primera Division - Clausura,1999,zonas,,Fecha 2,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-13,20:00,Gimnasia y Esgrima (J),Boca Juniors,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 2,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,17:00,Estudiantes (LP),Vélez Sarsfield,3,1,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,17:00,Ferro Carril Oeste,Gimnasia y Esgrima (LP),0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,17:00,Rosario Central,Racing Club,2,1,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,17:00,San Lorenzo,Colón,3,1,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,17:00,Talleres (C),Platense,3,2,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-14,18:30,River Plate,Argentinos Juniors,2,0,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-15,21:00,Lanús,Belgrano,2,0,,,Primera Division - Clausura,1999,zonas,,Fecha 2,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-19,21:00,Vélez Sarsfield,San Lorenzo,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-20,20:00,Huracán,Ferro Carril Oeste,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-20,20:00,Newell's Old Boys,Lanús,3,2,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,16:00,Argentinos Juniors,Boca Juniors,0,3,,,Primera Division - Clausura,1999,zonas,,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,16:00,Platense,Rosario Central,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,16:00,River Plate,Estudiantes (LP),1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,17:00,Belgrano,Unión,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,17:00,Colón,Talleres (C),2,0,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-21,17:00,Racing Club,Independiente,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 3,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-22,21:00,Gimnasia y Esgrima (LP),Gimnasia y Esgrima (J),7,5,,,Primera Division - Clausura,1999,zonas,,Fecha 3,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-26,21:00,Independiente,Platense,2,1,,,Primera Division - Clausura,1999,zonas,,Fecha 4,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-26,22:00,Rosario Central,Colón,0,3,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-27,20:00,Talleres (C),Vélez Sarsfield,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-27,20:00,Unión,Newell's Old Boys,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 4,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,16:00,Boca Juniors,Gimnasia y Esgrima (LP),1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 4,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,16:00,Estudiantes (LP),Argentinos Juniors,2,1,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,16:00,Ferro Carril Oeste,Belgrano,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,16:00,Gimnasia y Esgrima (J),Huracán,2,2,,,Primera Division - Clausura,1999,zonas,,Fecha 4,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,16:00,Lanús,Racing Club,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-28,17:00,San Lorenzo,River Plate,2,2,,,Primera Division - Clausura,1999,zonas,,Fecha 4,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-30,21:00,Newell's Old Boys,Ferro Carril Oeste,0,0,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-30,21:00,Racing Club,Unión,4,2,,,Primera Division - Clausura,1999,zonas,,Fecha 5,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-30,21:00,Vélez Sarsfield,Rosario Central,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 5,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-31,19:00,Platense,Lanús,2,5,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-31,21:00,Belgrano,Gimnasia y Esgrima (J),1,4,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-31,21:00,Colón,Independiente,2,2,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-03-31,21:00,River Plate,Talleres (C),3,0,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-01,17:00,Argentinos Juniors,Gimnasia y Esgrima (LP),2,1,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Nueva España,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-01,17:00,Huracán,Boca Juniors,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-01,20:00,Estudiantes (LP),San Lorenzo,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 5,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-02,21:00,Ferro Carril Oeste,Racing Club,0,0,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-03,20:00,Rosario Central,River Plate,3,1,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,Boca Juniors,Belgrano,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 6,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,Gimnasia y Esgrima (J),Newell's Old Boys,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 6,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,Gimnasia y Esgrima (LP),Huracán,1,0,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,Lanús,Colón,2,1,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,San Lorenzo,Argentinos Juniors,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,16:00,Unión,Platense,3,1,,,Primera Division - Clausura,1999,zonas,,Fecha 6,15 de abril,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-04,17:00,Independiente,Vélez Sarsfield,0,2,,,Primera Division - Clausura,1999,zonas,,Fecha 6,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-05,21:00,Talleres (C),Estudiantes (LP),2,0,,,Primera Division - Clausura,1999,zonas,,Fecha 6,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-09,21:00,Racing Club,Gimnasia y Esgrima (J),2,0,,,Primera Division - Clausura,1999,zonas,,Fecha 7,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-10,20:00,Newell's Old Boys,Boca Juniors,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 7,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-11,11:00,Argentinos Juniors,Huracán,1,2,,,Primera Division - Clausura,1999,zonas,,Fecha 7,Nueva España,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-11,16:00,Belgrano,Gimnasia y Esgrima (LP),3,1,,,Primera Division - Clausura,1999,zonas,,Fecha 7,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
1999-04-11,16:00,Colón,Unión,0,1,,,Primera Division - Clausura,1999,zonas,,Fecha 7,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),suspendido
1999-04-11,16:00,Estudiantes (LP),Rosario Central,1,1,,,Primera Division - Clausura,1999,zonas,,Fecha 7,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1999_(Argentina),
