date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
2021-03-06,17:10,Deportivo Armenio,Flandria,0,2,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-06,17:10,Excursionistas,Victoriano Arenas,3,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Excursionistas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-06,17:10,Fénix,Sacachispas,0,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-06,17:10,Godoy Cruz,Platense,3,1,,,Copa de la Liga,2021,zonas,Zona A,Fecha 4,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-06,17:10,Leandro N. Alem,Real Pilar,0,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Leandro N. Alem,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-06,17:10,Sarmiento (J),Talleres (C),1,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 4,Eva Perón,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-06,17:10,UAI Urquiza,San Miguel,1,0,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,Monumental de Villa Lynch,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-06,17:10,Villa San Carlos,Cañuelas,1,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,Genacio Sálice,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-06,19:20,Colón,Aldosivi,2,1,,,Copa de la Liga,2021,zonas,Zona A,Fecha 4,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-06,19:20,Lanús,Atlético Tucumán,2,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 4,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-06,19:20,Los Andes,Argentino de Quilmes,0,0,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,Eduardo Gallardón,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-06,21:30,San Lorenzo,Huracán,1,1,,,Copa de la Liga,2021,zonas,Interzonal,Fecha 4,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-07,17:10,Arsenal,Estudiantes (LP),0,5,,,Copa de la Liga,2021,zonas,Zona A,Fecha 4,El Viaducto,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-07,17:10,Colegiales,J. J. de Urquiza,1,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 1,Libertarios Unidos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-07,17:10,El Porvenir,Deportivo Español,1,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Gildo Francisco Ghersinich,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-07,17:10,Ituzaingó,Deportivo Laferrere,0,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Carlos Alberto Sacaan,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-07,17:10,San Martín (B),Ferrocarril Midland,1,3,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Francisco Boga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-07,17:10,Sportivo Italiano,Luján,2,2,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,República de Italia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-07,19:20,Gimnasia y Esgrima (LP),Defensa y Justicia,1,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 4,Del Bosque,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-07,19:20,Patronato,Unión,0,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 4,Presbítero Bartolomé Grella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-07,21:30,Vélez Sarsfield,Boca Juniors,1,7,,,Copa de la Liga,2021,zonas,Zona B,Fecha 4,José Amalfitani,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-08,17:10,Argentino de Merlo,Claypole,2,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Merlo,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-08,17:10,Berazategui,General Lamadrid,1,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 1,Norman Lee,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-08,19:15,Racing Club,Rosario Central,1,0,,,Copa de la Liga,2021,zonas,Zona A,Fecha 4,El Cilindro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-08,21:30,River Plate,Argentinos Juniors,0,1,,,Copa de la Liga,2021,zonas,Zona A,Fecha 4,Monumental,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-10,17:10,Platense,Sarmiento (J),1,1,,,Copa de la Liga,2021,zonas,Interzonal,Fecha 1,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-12,17:10,Deportivo Laferrere,Dock Sud,1,4,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Ciudad de Laferrere,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-12,17:10,San Miguel,Talleres (RdE),1,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-12,18:00,San Martín (SJ),Atlético de Rafaela,4,2,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Ingeniero Hilario Sánchez,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-12,19:15,Aldosivi,Central Córdoba (SdE),1,2,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,José María Minella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-12,20:10,Nueva Chicago,Mitre (SdE),1,2,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,República de Mataderos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-12,21:30,Huracán,Lanús,0,0,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,Tomás A. Ducó,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-12,21:30,Unión,Gimnasia y Esgrima (LP),1,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,15 de abril,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-13,17:10,Acassuso,Villa San Carlos,2,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-13,17:10,Argentino de Quilmes,Colegiales,1,2,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Argentino de Quilmes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-13,17:10,Cañuelas,Deportivo Armenio,0,2,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,José Alfredo Arin,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-13,17:10,Defensores de Belgrano,Instituto,0,0,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Juan Pasquale,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,17:10,Deportivo Merlo,UAI Urquiza,2,2,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-13,17:10,Luján,San Martín (B),0,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Municipal de Luján,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-13,17:10,Platense,Racing Club,0,2,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-13,17:10,Sacachispas,Defensores Unidos,0,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Beto Larrosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-13,17:10,San Telmo,Barracas Central,1,1,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Dr. Osvaldo Baletto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,17:10,Talleres (C),Vélez Sarsfield,0,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-13,17:10,Villa Dálmine,Independiente Rivadavia,0,0,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,El Coliseo de Mitre y Puccini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,17:30,Gimnasia y Esgrima (M),Agropecuario,2,0,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Víctor Antonio Legrotaglie,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,17:30,Ramón Santamarina,Gimnasia y Esgrima (J),2,1,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Municipal General San Martín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,19:10,Almirante Brown,Estudiantes (BA),2,1,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Fragata Sarmiento,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,19:20,Argentinos Juniors,Godoy Cruz,2,0,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-13,19:20,Defensa y Justicia,Newell's Old Boys,4,0,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,Norberto Tomaghello,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-13,19:30,All Boys,Deportivo Morón,1,3,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Islas Malvinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,21:15,Belgrano,Tigre,2,1,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Gigante de Alberdi,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-13,21:30,Estudiantes (LP),Colón,0,2,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-14,17:10,Atlas,Excursionistas,3,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Ricardo Puga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-14,17:10,Brown de Adrogué,Guillermo Brown,1,0,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Lorenzo Arandilla,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-14,17:10,Ferrocarril Midland,Central Córdoba (R),0,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Ciudad de Libertad,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-14,17:10,Flandria,Comunicaciones,1,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Carlos V,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-14,17:10,Real Pilar,Argentino de Merlo,1,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Carlos Barraza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-14,17:10,Victoriano Arenas,Berazategui,1,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Saturnino Moure,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-14,18:00,Boca Juniors,River Plate,1,1,,,Copa de la Liga,2021,zonas,Interzonal,Fecha 5,La Bombonera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-14,18:00,Estudiantes (RC),Deportivo Maipú,1,1,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Antonio Candini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-14,19:00,San Martín (T),Alvarado,0,0,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,La Ciudadela,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-14,20:00,Güemes (SdE),Ferro Carril Oeste,2,0,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Arturo Miranda,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-14,21:30,Banfield,San Lorenzo,0,0,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,Florencio Sola,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-15,17:10,Claypole,Ituzaingó,3,3,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Rodolfo Capocasa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-15,17:10,Deportivo Riestra,Quilmes,0,1,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Guillermo Laza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-15,17:10,General Lamadrid,Leandro N. Alem,0,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Enrique Sexto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-15,17:10,J. J. de Urquiza,Fénix,0,1,,,Primera B,2021,zonas,Torneo Apertura,Fecha 2,Ramón Roque Martín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-15,19:15,Atlético Tucumán,Patronato,4,2,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,Monumental José Fierro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-15,19:15,Rosario Central,Arsenal,2,1,,,Copa de la Liga,2021,zonas,Zona A,Fecha 5,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-15,21:30,Almagro,Tristán Suárez,1,3,,,Primera Nacional,2021,zonas,Zona B,Fecha 1,Tres de Febrero,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-15,21:30,Independiente,Sarmiento (J),6,0,,,Copa de la Liga,2021,zonas,Zona B,Fecha 5,Libertadores de América,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-16,17:10,Deportivo Español,Sportivo Italiano,2,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 2,Nueva España,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-16,21:10,Chacarita Juniors,Atlanta,0,1,,,Primera Nacional,2021,zonas,Zona A,Fecha 1,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-19,15:30,Dock Sud,Claypole,0,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 3,De los Inmigrantes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-19,17:00,Atlético de Rafaela,Villa Dálmine,0,0,,,Primera Nacional,2021,zonas,Zona B,Fecha 2,Nuevo Monumental,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-19,19:00,Newell's Old Boys,Unión,0,0,,,Copa de la Liga,2021,zonas,Zona B,Fecha 6,Coloso Marcelo Bielsa,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-19,21:15,Central Córdoba (SdE),Estudiantes (LP),1,1,,,Copa de la Liga,2021,zonas,Zona A,Fecha 6,Alfredo Terrera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-20,14:00,Gimnasia y Esgrima (LP),Atlético Tucumán,2,0,,,Copa de la Liga,2021,zonas,Zona B,Fecha 6,Del Bosque,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-20,14:00,Patronato,Huracán,0,1,,,Copa de la Liga,2021,zonas,Zona B,Fecha 6,Presbítero Bartolomé Grella,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2021,
2021-03-20,15:30,Barracas Central,Defensores de Belgrano,1,1,,,Primera Nacional,2021,zonas,Zona B,Fecha 2,Claudio Chiqui Tapia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2021,
2021-03-20,15:30,Berazategui,Atlas,1,1,,,Primera C,2021,zonas,Torneo Apertura,Fecha 3,Norman Lee,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-20,15:30,Central Córdoba (R),Luján,1,0,,,Primera C,2021,zonas,Torneo Apertura,Fecha 3,Gabino Sosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
2021-03-20,15:30,Deportivo Armenio,Acassuso,1,0,,,Primera B,2021,zonas,Torneo Apertura,Fecha 3,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2021_(Argentina),
2021-03-20,15:30,Leandro N. Alem,Victoriano Arenas,1,2,,,Primera C,2021,zonas,Torneo Apertura,Fecha 3,Leandro N. Alem,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2021_(Argentina),
