date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2018-05-09,,Argentinos Juniors,Independiente (C),2,1,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Eva Perón,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-15,,Chacarita Juniors,Deportivo Maipú,0,3,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Coloso del Ruca Quimey,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-17,,Racing Club,Sarmiento (R),0,1,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Florencio Sola,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-17,,Unión,Juventud Unida (G),2,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Presbítero Bartolomé Grella,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-18,,Defensa y Justicia,Mitre (SdE),1,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Julio Humberto Grondona,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-18,,Newell's Old Boys,Deportivo Rincón,2,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,15 de abril,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-05-20,,Belgrano,Platense,0,1,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Florencio Sola,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-07-16,,Agropecuario,Luján,0,1,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Eva Perón,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-07-16,,San Lorenzo,Racing (C),1,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Julio Humberto Grondona,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-07-19,,Tigre,Guillermo Brown,1,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Nuevo Francisco Urbano,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
2018-07-20,,Independiente,Central Ballester,8,0,,,Copa Argentina,2018,eliminacion,,Treintaidosavos,Antonio Romero,true,https://es.wikipedia.org/wiki/Copa_Argentina_2017-18
