date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2024-01-25,,Estudiantes (LP),Argentino (MM),3,0,,,Copa Argentina,2024,eliminacion,,Treintaidosavos,Ciudad de Lanús,true,https://es.wikipedia.org/wiki/Copa_Argentina_2024
2024-01-25,19:00,Instituto,Deportivo Riestra,0,0,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Juan Domingo Perón,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-25,19:00,Tigre,Sarmiento (J),0,0,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Monumental de Victoria,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-25,21:15,Atlético Tucumán,Rosario Central,1,1,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Monumental José Fierro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-25,21:15,Central Córdoba (SdE),Newell's Old Boys,0,1,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Alfredo Terrera,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-26,18:00,Barracas Central,Vélez Sarsfield,1,1,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-26,19:00,Talleres (C),Gimnasia y Esgrima (LP),0,1,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-26,21:15,Banfield,Huracán,0,2,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Florencio Sola,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-26,21:15,Independiente Rivadavia,Independiente,0,1,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Bautista Gargantini,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-27,17:00,San Lorenzo,Lanús,0,2,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-27,19:00,Platense,Boca Juniors,0,0,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-27,21:00,Racing Club,Unión,0,1,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,El Cilindro,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-28,17:00,Godoy Cruz,Defensa y Justicia,2,0,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Víctor Antonio Legrotaglie,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-28,19:00,River Plate,Argentinos Juniors,1,1,,,Copa de la Liga,2024,zonas,Zona A,Fecha 1,Monumental,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-28,21:00,Estudiantes (LP),Belgrano,1,0,,,Copa de la Liga,2024,zonas,Zona B,Fecha 1,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-29,21:00,Instituto,Atlético Tucumán,3,0,,,Copa de la Liga,2024,zonas,Zona A,Fecha 2,Juan Domingo Perón,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
2024-01-30,17:00,Huracán,Talleres (C),1,2,,,Copa de la Liga,2024,zonas,Zona A,Fecha 2,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Copa_de_la_Liga_Profesional_2024
