date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
1991-02-22,,Rosario Central,Vélez Sarsfield,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-22,,Unión,Racing Club,3,1,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Argentinos Juniors,Boca Juniors,1,3,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Chaco For Ever,Lanús,1,3,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Gimnasia y Esgrima (LP),Ferro Carril Oeste,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Huracán,Deportivo Mandiyú,0,2,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Independiente,Talleres (C),2,1,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,Platense,Newell's Old Boys,0,2,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,River Plate,Deportivo Español,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-02-24,,San Lorenzo,Estudiantes (LP),2,1,,,Primera Division - Clausura,1991,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Boca Juniors,Huracán,2,0,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Deportivo Español,Rosario Central,2,2,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Deportivo Mandiyú,Unión,2,0,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Estudiantes (LP),Ferro Carril Oeste,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Lanús,River Plate,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Newell's Old Boys,Argentinos Juniors,3,1,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Racing Club,Independiente,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,San Lorenzo,Platense,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Talleres (C),Chaco For Ever,2,1,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-03,,Vélez Sarsfield,Gimnasia y Esgrima (LP),3,1,,,Primera Division - Clausura,1991,zonas,,Fecha 2,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-08,,Unión,Boca Juniors,0,4,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Argentinos Juniors,San Lorenzo,1,2,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Chaco For Ever,Racing Club,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Ferro Carril Oeste,Vélez Sarsfield,0,1,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Gimnasia y Esgrima (LP),Deportivo Español,2,1,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Huracán,Newell's Old Boys,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Independiente,Deportivo Mandiyú,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Platense,Estudiantes (LP),1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,River Plate,Talleres (C),2,0,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-10,,Rosario Central,Lanús,1,2,,,Primera Division - Clausura,1991,zonas,,Fecha 3,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Boca Juniors,Independiente,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Deportivo Español,Ferro Carril Oeste,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Deportivo Mandiyú,Chaco For Ever,2,0,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Estudiantes (LP),Vélez Sarsfield,2,1,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Lanús,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Newell's Old Boys,Unión,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Platense,Argentinos Juniors,1,1,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Racing Club,River Plate,5,2,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,San Lorenzo,Huracán,0,1,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-17,,Talleres (C),Rosario Central,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Argentinos Juniors,Estudiantes (LP),3,2,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Chaco For Ever,Boca Juniors,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Ferro Carril Oeste,Lanús,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Gimnasia y Esgrima (LP),Talleres (C),4,3,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Huracán,Platense,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Independiente,Newell's Old Boys,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,River Plate,Deportivo Mandiyú,2,2,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Rosario Central,Racing Club,0,1,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Unión,San Lorenzo,0,2,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-24,,Vélez Sarsfield,Deportivo Español,1,2,,,Primera Division - Clausura,1991,zonas,,Fecha 5,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-31,,Argentinos Juniors,Huracán,0,0,,,Primera Division - Clausura,1991,zonas,,Fecha 6,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
1991-03-31,,Boca Juniors,River Plate,1,0,,,Primera Division - Clausura,1991,zonas,,Fecha 6,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1991_(Argentina) + https://www.rsssf.org/,
