date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
2008-03-15,21:30,Colón,Argentinos Juniors,0,1,,,Primera Division - Clausura,2008,zonas,,Fecha 6,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-15,21:30,Independiente,Gimnasia y Esgrima (LP),3,1,,,Primera Division - Clausura,2008,zonas,,Fecha 6,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-16,16:10,River Plate,Racing Club,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 6,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-16,18:30,Huracán,Boca Juniors,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 6,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-16,18:30,Newell's Old Boys,Arsenal,4,1,,,Primera Division - Clausura,2008,zonas,,Fecha 6,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-21,19:00,Arsenal,San Lorenzo,0,1,,,Primera Division - Clausura,2008,zonas,,Fecha 7,El Viaducto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-21,21:15,Tigre,Gimnasia y Esgrima (J),2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Monumental de Victoria,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-22,16:10,Rosario Central,Banfield,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-22,18:20,Argentinos Juniors,Olimpo,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-22,21:10,Racing Club,Estudiantes (LP),0,2,,,Primera Division - Clausura,2008,zonas,,Fecha 7,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),suspendido
2008-03-23,14:00,Vélez Sarsfield,River Plate,0,2,,,Primera Division - Clausura,2008,zonas,,Fecha 7,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-23,16:10,Boca Juniors,Colón,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 7,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-23,18:30,Gimnasia y Esgrima (LP),Huracán,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-23,18:30,San Martín (SJ),Independiente,2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Ingeniero Hilario Sánchez,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-24,18:00,Lanús,Newell's Old Boys,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 7,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-28,19:00,Racing Club,San Martín (SJ),1,2,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-28,21:15,Colón,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-29,16:10,Estudiantes (LP),Vélez Sarsfield,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-29,18:20,Banfield,Argentinos Juniors,3,2,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Florencio Sola,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-29,18:20,Gimnasia y Esgrima (J),Rosario Central,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 8,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-29,21:10,San Lorenzo,Lanús,3,1,,,Primera Division - Clausura,2008,zonas,,Fecha 8,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-30,14:00,Huracán,Independiente,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-30,14:00,Newell's Old Boys,Tigre,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-30,16:10,River Plate,Arsenal,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 8,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-03-30,18:30,Olimpo,Boca Juniors,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 8,Roberto N. Carminatti,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-04,19:00,Vélez Sarsfield,Racing Club,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 9,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-04,21:15,San Martín (SJ),Huracán,2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Ingeniero Hilario Sánchez,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-05,14:00,Arsenal,Estudiantes (LP),0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 9,El Viaducto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-05,16:10,Rosario Central,Newell's Old Boys,0,1,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-05,19:00,Boca Juniors,Banfield,1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 9,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-05,21:10,Independiente,Colón,1,3,,,Primera Division - Clausura,2008,zonas,,Fecha 9,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-06,14:00,Argentinos Juniors,Gimnasia y Esgrima (J),1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-06,14:00,Gimnasia y Esgrima (LP),Olimpo,4,2,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-06,16:10,Lanús,River Plate,0,1,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-06,18:30,Tigre,San Lorenzo,1,5,,,Primera Division - Clausura,2008,zonas,,Fecha 9,Monumental de Victoria,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-11,19:00,Estudiantes (LP),Lanús,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-11,21:15,Newell's Old Boys,Argentinos Juniors,2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-12,16:10,Colón,Huracán,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-12,18:20,Banfield,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Florencio Sola,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-12,19:00,Olimpo,Independiente,1,3,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Roberto N. Carminatti,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-12,21:10,San Lorenzo,Rosario Central,3,1,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-13,14:10,River Plate,Tigre,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-13,16:20,Gimnasia y Esgrima (J),Boca Juniors,1,2,,,Primera Division - Clausura,2008,zonas,,Fecha 10,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-13,16:20,Racing Club,Arsenal,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-13,18:40,Vélez Sarsfield,San Martín (SJ),2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 10,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-18,19:00,Independiente,Banfield,3,0,,,Primera Division - Clausura,2008,zonas,,Fecha 11,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-18,21:15,Huracán,Olimpo,3,0,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-19,16:10,Gimnasia y Esgrima (LP),Gimnasia y Esgrima (J),2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-19,18:20,Boca Juniors,Newell's Old Boys,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 11,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-19,21:10,Lanús,Racing Club,3,3,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-20,14:10,Argentinos Juniors,San Lorenzo,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-20,14:10,Arsenal,Vélez Sarsfield,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 11,El Viaducto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-20,16:20,Rosario Central,River Plate,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-20,18:40,San Martín (SJ),Colón,1,2,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Ingeniero Hilario Sánchez,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-20,18:40,Tigre,Estudiantes (LP),1,1,,,Primera Division - Clausura,2008,zonas,,Fecha 11,Monumental de Victoria,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-23,17:00,San Lorenzo,Vélez Sarsfield,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 6,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-23,19:20,Gimnasia y Esgrima (J),Lanús,2,0,,,Primera Division - Clausura,2008,zonas,,Fecha 6,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-25,19:00,Estudiantes (LP),Rosario Central,3,1,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Ciudad de La Plata,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-25,21:15,Banfield,Huracán,4,3,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Florencio Sola,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-26,16:10,Racing Club,Tigre,0,0,,,Primera Division - Clausura,2008,zonas,,Fecha 12,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-26,18:20,Gimnasia y Esgrima (J),Independiente,1,2,,,Primera Division - Clausura,2008,zonas,,Fecha 12,23 de Agosto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-26,18:20,Olimpo,Colón,2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Roberto N. Carminatti,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-26,21:10,Vélez Sarsfield,Lanús,3,2,,,Primera Division - Clausura,2008,zonas,,Fecha 12,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-27,14:10,River Plate,Argentinos Juniors,4,2,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-27,16:20,San Lorenzo,Boca Juniors,1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-27,18:40,Arsenal,San Martín (SJ),2,1,,,Primera Division - Clausura,2008,zonas,,Fecha 12,El Viaducto,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-04-27,18:40,Newell's Old Boys,Gimnasia y Esgrima (LP),1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 12,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-05-02,19:00,Lanús,Arsenal,2,6,,,Primera Division - Clausura,2008,zonas,,Fecha 13,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-05-02,21:15,Huracán,Gimnasia y Esgrima (J),1,0,,,Primera Division - Clausura,2008,zonas,,Fecha 13,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-05-03,16:10,Colón,Banfield,3,2,,,Primera Division - Clausura,2008,zonas,,Fecha 13,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
2008-05-03,18:20,Independiente,Newell's Old Boys,3,0,,,Primera Division - Clausura,2008,zonas,,Fecha 13,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2008_(Argentina),
