date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2023-01-28,21:30,Central Córdoba (SdE),River Plate,0,2,,,Primera Division,2023,zonas,,Fecha 1,Único Madre de Ciudades,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-29,17:00,Central Córdoba (R),San Martín (B),1,2,,,Primera C,2023,zonas,,Fecha 1,Gabino Sosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-01-29,17:00,Luján,Victoriano Arenas,0,0,,,Primera C,2023,zonas,,Fecha 1,Carlos Barraza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-01-29,17:00,Platense,Newell's Old Boys,2,2,,,Primera Division,2023,zonas,,Fecha 1,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-29,19:15,Colón,Lanús,1,2,,,Primera Division,2023,zonas,,Fecha 1,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-29,19:15,Instituto,Sarmiento (J),0,0,,,Primera Division,2023,zonas,,Fecha 1,Juan Domingo Perón,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-29,19:15,Racing Club,Belgrano,0,0,,,Primera Division,2023,zonas,,Fecha 1,El Cilindro,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-29,20:00,Claypole,Puerto Nuevo,3,0,,,Primera C,2023,zonas,,Fecha 1,Gildo Francisco Ghersinich,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-01-29,21:30,Boca Juniors,Atlético Tucumán,1,0,,,Primera Division,2023,zonas,,Fecha 1,La Bombonera,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-30,17:00,Barracas Central,Godoy Cruz,0,1,,,Primera Division,2023,zonas,,Fecha 1,Claudio Chiqui Tapia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-30,20:00,Banfield,Unión,0,0,,,Primera Division,2023,zonas,,Fecha 1,Florencio Sola,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-01-30,20:00,Vélez Sarsfield,Gimnasia y Esgrima (LP),3,1,,,Primera Division,2023,zonas,,Fecha 1,José Amalfitani,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-01,,Defensa y Justicia,Ituzaingó,3,2,,,Copa Argentina,2023,eliminacion,,Treintaidosavos,Juan Carmelo Zerillo,true,https://es.wikipedia.org/wiki/Copa_Argentina_2023
2023-02-01,,Huracán,Yupanqui,4,1,,,Copa Argentina,2023,eliminacion,,Treintaidosavos,Ciudad de Caseros,true,https://es.wikipedia.org/wiki/Copa_Argentina_2023
2023-02-03,17:00,General Lamadrid,Central Córdoba (R),1,1,,,Primera C,2023,zonas,,Fecha 2,Enrique Sexto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-03,20:00,Newell's Old Boys,Vélez Sarsfield,1,0,,,Primera Division,2023,zonas,,Fecha 2,Coloso del Parque,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-03,20:00,Tigre,Rosario Central,2,2,,,Primera Division,2023,zonas,,Fecha 2,Monumental de Victoria,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-03,21:10,Deportivo Morón,Almagro,0,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Nuevo Francisco Urbano,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-03,21:30,Estudiantes (RC),San Martín (T),0,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Antonio Candini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-04,17:00,All Boys,Nueva Chicago,1,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Islas Malvinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-04,17:00,Arsenal,Estudiantes (LP),1,1,,,Primera Division,2023,zonas,,Fecha 2,El Viaducto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-04,17:00,Atlas,Deportivo Español,0,3,,,Primera C,2023,zonas,,Fecha 2,Ricardo Puga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-04,17:00,Deportivo Laferrere,Luján,0,1,,,Primera C,2023,zonas,,Fecha 2,Ciudad de Laferrere,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-04,17:00,Patronato,Guillermo Brown,0,0,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Pedro Mutio,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-04,17:00,Puerto Nuevo,Ferrocarril Midland,2,2,,,Primera C,2023,zonas,,Fecha 2,Rubén Carlos Vallejos,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-04,17:00,San Martín (B),Liniers,0,0,,,Primera C,2023,zonas,,Fecha 2,Francisco Boga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-04,17:00,Sarmiento (J),Barracas Central,3,5,,,Primera Division,2023,zonas,,Fecha 2,Eva Perón,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-04,17:00,Victoriano Arenas,Berazategui,2,1,,,Primera C,2023,zonas,,Fecha 2,Saturnino Moure,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-04,19:15,Belgrano,River Plate,2,1,,,Primera Division,2023,zonas,,Fecha 2,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-04,20:45,Alvarado,San Martín (SJ),0,0,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,José María Minella,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-04,21:20,Defensores de Belgrano,Temperley,1,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Juan Pasquale,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-04,21:30,Argentinos Juniors,Racing Club,1,0,,,Primera Division,2023,zonas,,Fecha 2,Diego Armando Maradona,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-04,21:30,Lanús,San Lorenzo,2,1,,,Primera Division,2023,zonas,,Fecha 2,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-05,17:00,Almirante Brown,San Telmo,1,0,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Fragata Presidente Sarmiento,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-05,17:00,Gimnasia y Esgrima (M),Defensores Unidos,1,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Víctor Antonio Legrotaglie,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-05,17:00,Independiente,Platense,1,2,,,Primera Division,2023,zonas,,Fecha 2,Ricardo Bochini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-05,18:00,Güemes (SdE),Agropecuario,0,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 1,Arturo Miranda,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-05,19:15,Boca Juniors,Central Córdoba (SdE),0,0,,,Primera Division,2023,zonas,,Fecha 2,La Bombonera,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-05,21:30,Atlético Tucumán,Talleres (C),0,2,,,Primera Division,2023,zonas,,Fecha 2,Monumental José Fierro,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-05,21:30,Godoy Cruz,Colón,1,0,,,Primera Division,2023,zonas,,Fecha 2,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-05,21:30,Unión,Instituto,0,2,,,Primera Division,2023,zonas,,Fecha 2,15 de abril,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-06,17:00,Excursionistas,Real Pilar,1,2,,,Primera C,2023,zonas,,Fecha 2,Excursionistas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-06,17:00,Leandro N. Alem,Sportivo Italiano,0,1,,,Primera C,2023,zonas,,Fecha 2,Leandro N. Alem,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-06,17:00,Yupanqui,Claypole,2,3,,,Primera C,2023,zonas,,Fecha 2,Ciudad Evita,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-06,18:00,Gimnasia y Esgrima (LP),Defensa y Justicia,0,2,,,Primera Division,2023,zonas,,Fecha 2,Juan Carmelo Zerrillo,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-06,21:30,Huracán,Banfield,3,2,,,Primera Division,2023,zonas,,Fecha 2,Tomás Adolfo Ducó,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-08,,Estudiantes (LP),Independiente (C),3,0,,,Copa Argentina,2023,eliminacion,,Treintaidosavos,Centenario Ciudad de Quilmes,true,https://es.wikipedia.org/wiki/Copa_Argentina_2023
2023-02-08,,Tigre,Centro Español,1,1,4,5,Copa Argentina,2023,eliminacion,,Treintaidosavos,Nuevo Francisco Urbano,true,https://es.wikipedia.org/wiki/Copa_Argentina_2023
2023-02-10,17:00,Berazategui,Deportivo Laferrere,1,0,,,Primera C,2023,zonas,,Fecha 3,Norman Lee,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-10,17:00,Dock Sud,Deportivo Armenio,4,1,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,De los Inmigrantes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-10,19:10,Aldosivi,Independiente Rivadavia,1,2,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,José María Minella,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-10,21:00,Atlético de Rafaela,Tristán Suárez,3,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Nuevo Monumental,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-10,21:00,Gimnasia y Esgrima (J),Ferro Carril Oeste,1,1,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,23 de Agosto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-10,21:10,Estudiantes (BA),Atlanta,2,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Ciudad de Caseros,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-10,21:30,Central Córdoba (SdE),Belgrano,0,1,,,Primera Division,2023,zonas,,Fecha 3,Único Madre de Ciudades,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-10,21:30,Colón,Sarmiento (J),0,2,,,Primera Division,2023,zonas,,Fecha 3,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-11,17:00,Acassuso,Argentino de Quilmes,1,1,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-11,17:00,Almagro,Almirante Brown,0,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Tres de Febrero,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,Argentino de Merlo,Colegiales,3,0,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Merlo,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-11,17:00,Brown de Adrogué,Racing Club,1,2,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Lorenzo Arandilla,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,Cañuelas,Ituzaingó,1,0,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Jorge Alfredo Arín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-11,17:00,Central Córdoba (R),J. J. de Urquiza,0,1,,,Primera C,2023,zonas,,Fecha 3,Gabino Sosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-11,17:00,Defensa y Justicia,Newell's Old Boys,1,0,,,Primera Division,2023,zonas,,Fecha 3,Norberto Tomaghello,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-11,17:00,Deportivo Madryn,Chacarita Juniors,0,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Abel Sastre,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,Flandria,Alvarado,0,0,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Carlos V,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,Sacachispas,San Miguel,0,3,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Beto Larrosa,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-11,17:00,San Lorenzo,Godoy Cruz,1,0,,,Primera Division,2023,zonas,,Fecha 3,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-11,17:00,San Telmo,Defensores de Belgrano,2,2,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Doctor Osvaldo Baletto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,Sportivo Italiano,Victoriano Arenas,2,1,,,Primera C,2023,zonas,,Fecha 3,República de Italia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-11,17:00,Temperley,Estudiantes (RC),2,0,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Alfredo Beranger,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,17:00,UAI Urquiza,Deportivo Merlo,2,0,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Monumental de Villa Lynch,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-11,18:00,Villa Dálmine,Mitre (SdE),0,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,El Coliseo de Mitre y Puccini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,19:15,Platense,Atlético Tucumán,1,1,,,Primera Division,2023,zonas,,Fecha 3,Ciudad de Vicente López,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-11,19:15,San Martín (T),All Boys,2,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,La Ciudadela,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,19:30,Real Pilar,San Martín (B),2,2,,,Primera C,2023,zonas,,Fecha 3,Carlos Barraza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-11,20:00,San Martín (SJ),Gimnasia y Esgrima (M),0,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Ingeniero Hilario Sánchez,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-11,21:30,Talleres (C),Boca Juniors,2,1,,,Primera Division,2023,zonas,,Fecha 3,Mario Alberto Kempes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-11,21:30,Vélez Sarsfield,Independiente,0,0,,,Primera Division,2023,zonas,,Fecha 3,José Amalfitani,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-12,17:00,Banfield,Gimnasia y Esgrima (LP),0,0,,,Primera Division,2023,zonas,,Fecha 3,Florencio Sola,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-12,17:00,Defensores Unidos,Patronato,1,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Gigante de Villa Fox,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-12,17:00,Guillermo Brown,Güemes (SdE),4,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Raúl Conti,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-12,17:00,Liniers,General Lamadrid,2,1,,,Primera C,2023,zonas,,Fecha 3,Juan Antonio Arias,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-12,17:00,Rosario Central,Arsenal,2,1,,,Primera Division,2023,zonas,,Fecha 3,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-12,18:00,Deportivo Maipú,Chaco For Ever,2,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Omar Higinio Sperdutti,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-12,19:00,Ferrocarril Midland,Yupanqui,1,1,,,Primera C,2023,zonas,,Fecha 3,Ciudad de Libertad,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-12,19:10,Quilmes,Deportivo Riestra,3,1,,,Primera Nacional,2023,zonas,Zona B,Fecha 1,Centenario Ciudad de Quilmes,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-12,19:15,River Plate,Argentinos Juniors,2,1,,,Primera Division,2023,zonas,,Fecha 3,Monumental,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-12,20:00,Claypole,Atlas,1,0,,,Primera C,2023,zonas,,Fecha 3,Gildo Francisco Ghersinich,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-12,21:30,Instituto,Huracán,0,0,,,Primera Division,2023,zonas,,Fecha 3,Juan Domingo Perón,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-12,21:30,Racing Club,Tigre,2,2,,,Primera Division,2023,zonas,,Fecha 3,El Cilindro,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-13,17:00,Barracas Central,Unión,1,1,,,Primera Division,2023,zonas,,Fecha 3,Claudio Chiqui Tapia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-13,17:00,Deportivo Español,Leandro N. Alem,1,2,,,Primera C,2023,zonas,,Fecha 3,Nueva España,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-13,17:00,Fénix,Villa San Carlos,1,2,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-13,17:00,Luján,Excursionistas,0,1,,,Primera C,2023,zonas,,Fecha 3,1.º de Abril,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-13,20:00,Estudiantes (LP),Lanús,0,2,,,Primera Division,2023,zonas,,Fecha 3,UNO,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-13,21:00,Agropecuario,Deportivo Morón,3,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 2,Ofelia Rosenzuaig,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-14,21:10,Talleres (RdE),Los Andes,0,0,,,Primera B,2023,zonas,Torneo Apertura,Fecha 1,Pablo Comelli,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-17,17:00,Leandro N. Alem,Claypole,0,2,,,Primera C,2023,zonas,,Fecha 4,Leandro N. Alem,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-17,18:00,Gimnasia y Esgrima (LP),Instituto,2,0,,,Primera Division,2023,zonas,,Fecha 4,Juan Carmelo Zerrillo,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-17,18:00,Patronato,San Martín (SJ),1,2,,,Primera Nacional,2023,zonas,Zona A,Fecha 3,Pedro Mutio,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:00,All Boys,Temperley,1,1,,,Primera Nacional,2023,zonas,Zona A,Fecha 3,Islas Malvinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:00,Estudiantes (RC),San Telmo,2,2,,,Primera Nacional,2023,zonas,Zona A,Fecha 3,Antonio Candini,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:00,Ferro Carril Oeste,Quilmes,2,3,,,Primera Nacional,2023,zonas,Zona B,Fecha 2,Arquitecto Ricardo Etcheverri,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:00,Gimnasia y Esgrima (J),Aldosivi,1,1,,,Primera Nacional,2023,zonas,Zona B,Fecha 2,23 de Agosto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:00,Racing Club,Estudiantes (BA),0,1,,,Primera Nacional,2023,zonas,Zona B,Fecha 2,Miguel Sancho,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-17,21:30,Arsenal,Racing Club,0,3,,,Primera Division,2023,zonas,,Fecha 4,El Viaducto,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-17,21:30,Huracán,Barracas Central,2,0,,,Primera Division,2023,zonas,,Fecha 4,Tomás Adolfo Ducó,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-18,17:00,Atlas,Ferrocarril Midland,1,2,,,Primera C,2023,zonas,,Fecha 4,Ricardo Puga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-18,17:00,Chacarita Juniors,Villa Dálmine,3,0,,,Primera Nacional,2023,zonas,Zona B,Fecha 2,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-18,17:00,Deportivo Armenio,UAI Urquiza,2,2,,,Primera B,2023,zonas,Torneo Apertura,Fecha 2,Armenia,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-18,17:00,Deportivo Merlo,Cañuelas,4,1,,,Primera B,2023,zonas,Torneo Apertura,Fecha 2,José Manuel Moreno,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-18,17:00,Deportivo Riestra,Brown de Adrogué,2,1,,,Primera Nacional,2023,zonas,Zona B,Fecha 2,Guillermo Laza,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_Nacional_2023
2023-02-18,17:00,J. J. de Urquiza,Liniers,0,1,,,Primera C,2023,zonas,,Fecha 4,Ramón Roque Martín,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-18,17:00,Lanús,Rosario Central,3,0,,,Primera Division,2023,zonas,,Fecha 4,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_División_2023_(Argentina)
2023-02-18,17:00,San Martín (B),Luján,2,0,,,Primera C,2023,zonas,,Fecha 4,Francisco Boga,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-18,17:00,San Miguel,Fénix,1,0,,,Primera B,2023,zonas,Torneo Apertura,Fecha 2,Malvinas Argentinas,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
2023-02-18,17:00,Victoriano Arenas,Deportivo Español,0,2,,,Primera C,2023,zonas,,Fecha 4,Saturnino Moure,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2023_(Argentina)
2023-02-18,17:00,Villa San Carlos,Argentino de Merlo,1,1,,,Primera B,2023,zonas,Torneo Apertura,Fecha 2,Genacio Sálice,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2023_(Argentina)
