date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
,,Libertad (S),Guaraní Antonio Franco,3,0,,,Torneo Argentino A,2012,eliminacion,,Reválida - Tercera ronda - 13 de mayo al 18 de mayo,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Libertad (S),San Martín (T),1,1,,,Torneo Argentino A,2012,eliminacion,,"Tercera fase - 22, 26 y 27 de mayo",,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Racing (O),Gimnasia y Esgrima (CdU),1,1,,,Torneo Argentino A,2012,eliminacion,,"Tercera fase - 22, 26 y 27 de mayo",,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Racing (O),Ramón Santamarina,1,0,,,Torneo Argentino A,2012,eliminacion,,Cuarta fase - 2 y 9 de junio,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Ramón Santamarina,Racing (O),3,1,,,Torneo Argentino A,2012,eliminacion,,Cuarta fase - 2 y 9 de junio,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Rivadavia (L),Alvarado,2,0,,,Torneo Argentino A,2012,eliminacion,,Reválida - Tercera ronda - 13 de mayo al 18 de mayo,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Rivadavia (L),Gimnasia y Tiro (S),0,1,,,Torneo Argentino A,2012,eliminacion,,"Tercera fase - 22, 26 y 27 de mayo",,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Rivadavia (L),Unión (MdP),1,2,,,Torneo Argentino A,2012,eliminacion,,Reválida - Segunda ronda - 28 de abril al 9 de mayo,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,San Jorge (T),San Martín (T),1,3,,,Torneo Argentino A,2012,eliminacion,,Cuarta fase - 2 y 9 de junio,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,San Martín (T),Libertad (S),1,1,,,Torneo Argentino A,2012,eliminacion,,"Tercera fase - 22, 26 y 27 de mayo",,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,San Martín (T),San Jorge (T),3,2,,,Torneo Argentino A,2012,eliminacion,,Cuarta fase - 2 y 9 de junio,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Sportivo Belgrano,Juventud Antoniana,4,1,,,Torneo Argentino A,2012,eliminacion,,Cuarta fase - 2 y 9 de junio,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Tiro Federal,Guaraní Antonio Franco,1,0,,,Torneo Argentino A,2012,eliminacion,,Reválida - Segunda ronda - 28 de abril al 9 de mayo,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
,,Unión (MdP),Rivadavia (L),1,4,,,Torneo Argentino A,2012,eliminacion,,Reválida - Segunda ronda - 28 de abril al 9 de mayo,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2012-13,
