date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
,,Gimnasia y Esgrima (LP),Boca Juniors,1,1,,,Primera Division - Apertura,1993,zonas,,Fecha 19,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Apertura_1993_(Argentina),
,,Vélez Sarsfield,Boca Juniors,1,0,,,Primera Division - Clausura,1993,zonas,,Fecha 4,,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_1993_(Argentina),
