date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
,,Berazategui,Argentino de Rosario,3,0,,,Primera C,2008,zonas,,Fecha 14,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Berazategui,Excursionistas,2,0,,,Primera C,2008,zonas,,Fecha 27,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Berazategui,J. J. de Urquiza,2,0,,,Primera C,2008,zonas,,Fecha 16,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Defensores de Cambaceres,Cañuelas,3,1,,,Primera C,2008,zonas,,Fecha 26,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Excursionistas,Berazategui,1,0,,,Primera C,2008,zonas,,Fecha 8,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Excursionistas,General Lamadrid,2,1,,,Primera C,2008,zonas,,Fecha 32,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Excursionistas,Villa Dálmine,1,0,,,Primera C,2008,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Fénix,J. J. de Urquiza,1,1,,,Primera C,2008,zonas,,Fecha 32,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,J. J. de Urquiza,Berazategui,1,2,,,Primera C,2008,zonas,,Fecha 35,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,J. J. de Urquiza,Deportivo Laferrere,2,2,,,Primera C,2008,zonas,,Fecha 29,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Luján,Argentino de Rosario,1,3,,,Primera C,2008,zonas,,Fecha 34,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Sacachispas,Argentino de Rosario,0,3,,,Primera C,2008,zonas,,Fecha 32,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Villa Dálmine,Excursionistas,2,0,,,Primera C,2008,zonas,,Fecha 20,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
,,Villa Dálmine,Leandro N. Alem,1,0,,,Primera C,2008,zonas,,Fecha 34,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2008-09_(Argentina),
