date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source,status
,,Excursionistas,Argentino de Merlo,0,0,,,Primera C,2010,zonas,,Fecha 12,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,Excursionistas,Talleres (RdE),4,3,,,Primera C,2010,zonas,,Fecha 25,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,Huracán (TA),Central Norte (S),0,2,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
,,Libertad (S),Talleres (C),1,2,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
,,Liniers,Deportivo Laferrere,4,3,,,Primera C,2010,zonas,,Fecha 30,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,Nueva Chicago,Barracas Central,0,0,,,Primera B,2010,zonas,,Fecha 27,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2010-11_(Argentina),
,,Nueva Chicago,Brown de Adrogué,3,2,,,Primera B,2010,zonas,,Fecha 11,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2010-11_(Argentina),
,,Nueva Chicago,Defensores de Belgrano,0,0,,,Primera B,2010,zonas,,Fecha 17,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2010-11_(Argentina),
,,Platense,Estudiantes (BA),1,1,,,Primera B,2010,zonas,,Fecha 6,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_B_2010-11_(Argentina),
,,Sacachispas,San Miguel,1,2,,,Primera C,2010,zonas,,Fecha 25,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,Sportivo Belgrano,Unión (S),5,1,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
,,Talleres (C),Libertad (S),0,2,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
,,Talleres (RdE),Excursionistas,2,2,,,Primera C,2010,zonas,,Fecha 6,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,UAI Urquiza,Central Córdoba (R),2,2,,,Primera C,2010,zonas,,Fecha 1,,false,https://es.wikipedia.org/wiki/Campeonato_de_Primera_C_2010-11_(Argentina),
,,Unión (MdP),Desamparados,2,3,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
,,Unión (S),Sportivo Belgrano,0,0,,,Torneo Argentino A,2010,eliminacion,,Tercera Fase,,false,https://es.wikipedia.org/wiki/Torneo_Argentino_A_2010-11,
